listing_id,id,date,reviewer_id,reviewer_name,comments
1497879,29528982,2015-04-08,30354275,Lee,"I had a pretty crazy (and ever-changing) schedule but Sara was flexible and made it easy to coordinate! The place was clean, quiet, and exactly as described. Unfortunately, I wasn't able to explore the neighborhood so can't speak much to that. "
1497879,29574814,2015-04-09,666809,Tanya,"Sara was great. Very accommodating and responsive. The apartment is located quite close to the subway, making it easy to get around."
1497879,29993686,2015-04-15,25249144,Yasmine,"This place was really great! My friends and I had a great night of sleep there, it's quiet and confortable! Sara is very nice and carefull"
1497879,30078553,2015-04-17,12528117,Cris,"Sara was a good communicator, making our visit easy and fun. Excellent directions to get there by foot, told us of late night pizza place 5 mins away, she even hauled my huge heavy bag up the stairs before I could stop her. Clean and comfy room."
1497879,30533377,2015-04-23,31421397,Andres,"The apartment was very clean, all was like the description said, the apartment has a comple stuff... the only problem is that the internet connection some times is very slow and there was a leak in the bathroom."
1497879,30573353,2015-04-24,5962862,Mary,"Pros: Sara is prompt, responsive, polite and helpful, especially for a short notice request. The location is great, close to the T and the airport, in a safe neighborhood.  The description is spot on, but the furniture is in a slightly different arrangement from the photos.  The guest information book and the takeout menus were a lifesaver, as my husband and I arrived (easily by Uber from the airport) past 1am and were starving! (The Chinese Dragon delivered exactly on time and was pretty tasty.)  The ""kitchen closet"" had flatware that the restaurant forgot to give us.  There's an extra sitting room with a futon and a basket with a ton of helpful tourist information.  We loved watching Netflix on the Roku while eating our late dinner.  Sara has a fun, eclectic variety of DVDs to choose from, too.  She provided us clean towels.  She leaves really easy, clear directions for everything, from checking in and out to switching the TV between Roku and DVD modes.  All these little details make you feel like you're in a friend's home.

Cons: When we finally settled in for bed around 3am, we pulled back the fluffy comforter to discover what looked like old sheets.  They looked like they'd been washed, but were severely pilled and discolored in some areas.  We ended up sleeping on top of the flat sheet, which looked clean and more crisp.  The room is chilly (which is probably great in the summer!).  We were provided an effective space heater but it was a bit loud, so it woke me a few times when it switched on throughout the night.

Thank you for hosting us on such short notice and providing such spot on information for our first airbnb experience!"
1497879,30668046,2015-04-26,21955507,Nicole,Sara was great to communicate with. Her place is as pictured. It is close to the airport and was great for a stopover. The stairs down are not the ones pictured however they are tight with suitcases. 
1497879,31311950,2015-05-04,28878250,Paul,"As long as you plan to use the public transport this location could not be better. Close to airport but no noise from it, just two stops from central Boston, was perfect for us as we were out all day. However, if you plan to spend a lot of time where you stay this may not be for you as it is a basement, no openable window, strong smell of cat ( we own and love cats but this was a little strong for us). That said Boston is very expensive and this room reasonably priced for Boston. Kitchen area is microwave and kettle. Washer and drier we did not use but look impressive. If room had been cleaner and without cat smell would of given a 4 star review."
1497879,31499846,2015-05-05,5960468,Dan,"I had planned on short 2 day notice(with +2 guests) to reserve a spot in Sara's AirBnB. Her place was very clean and cozy. She did a professional job in having amenities such as laundry, TV,  toaster/microwave, and plenty of guides for Boston. 

I'd recommend coming back to stay here if you want an affordable yet comfortable stay in the city of Boston. "
1497879,31628704,2015-05-08,13433107,Liz,"We didn't get a chance to meet Sara, but her directions and communications were great. We arrived and were able to access the room with no trouble at all.
The room and bathroom were just as described and allowed us a fantastic stay in Boston.  Very comfortable bed and the room was nicely decorated.
3 min walk to T and so convenient to city centre ( 2 stops to State) but also very convenient for airport (just one stop away by T) 
All in all a brilliant stay!"
1497879,31803554,2015-05-10,28193329,Elham,We enjoyed the proximity of the studio to the Boston Logan airport.  We had an extremely early flight and the taxi ride to the airport was only $10.  The studio worked well for what we needed.  We were only there for the night before our flight.  Sara left us with a very organized binder with everything from internet instructions to local eateries and taxi phone numbers.  She gave us a tour of the studio and was very helpful.
1497879,32200227,2015-05-15,9890602,Andrew,"
My wife and I were in Boston for 2 days/1 night before heading to Cape Cod for the weekend. We chose to stay at Sarah's apartment in East Boston because it was a perfect location for us in terms of closeness to the airport/car rental (for out-of-town transit) and to the T (for local transit)! Sarah was extremely accommodating and accessible, and the apartment was a fine size for 2 people.
Bottom line: we would stay again!
"
1497879,32452445,2015-05-18,26596565,Pam,Great location! An easy walk to the T and one stop to the airport or in the other direction many attractions only 1 or a few stops away. Worked perfectly for my agenda. I couldn't have asked for a better spot. Sara made everything simple; from key pickup to my morning cup of coffee each day.  I only issue I had was with my Verizon cell service but since I didn't spend much time in the room and  the internet worked just fine this didn't cause me any worries. I will try to stay here again the next time I am in Boston.
1497879,32503601,2015-05-19,28626807,Angel,Sara es muy amable. Nos dio todas las indicaciones necesarias y estuvo atenta a nuestra llegada
1497879,32683709,2015-05-20,2039835,Scott,"Sara was welcoming and helpful to us. The neighborhood is safe and quiet. We would stay here again and we recommend it to others.
"
1497879,32791384,2015-05-21,26491112,James,"The room was clean and spacious and well appointed with convenience items like soap etc, as well as coffee/tea. I found the bed to be very comfortable. Sara was excellent in communicating to arrange access, and the location is on a nice quite street. It provided exactly what I was hoping for - a nice/clean place to sleep while in town for business without having to spend $350 for a hotel room. "
1497879,33131666,2015-05-25,32026367,Michelle,"Sara was extremely informative. When we arrived she showed us the place and made sure we understood how all of the amenities worked. Overall, the place was tidy and homey. Thanks for everything Sara!"
1497879,33953069,2015-06-02,28478855,Adelita,It was nice. Great location! Thanks Sarah!
1497879,34295262,2015-06-07,29597672,Alicia,The apartment was clean and in a great location.  Sara was a great host!  
1497879,34766091,2015-06-12,22851352,Sandra,The apartment looked like in the pictures and was fully equipped. We only stayed one night but the bed was really comfortable we slept great! The communication was perfect and fast and Sara held our bags for late check out. Perfect for our short stay
1497879,35072223,2015-06-15,28643509,Chelsie,Sara was great! We arrived later in the night due to the Red Sox game and she was able to let us in and show us around. Everything is exactly how it was advertised. Thank you again!
1497879,35249802,2015-06-16,2621548,Jill,"The studio was in the basement and it was not bad.  Limited sunlight due to it being in the basement. There was a small, worn loveseat and a small tv.  Small makeshift kitchenette area with coffee. There are somewhat steep stairs down so keep that in mind.  It was sufficient for our needs for one night. "
1497879,35552479,2015-06-20,455516,Kasey,Sara is such a great hostess! She provided so many pointers for what to do in the area and how to get around. Her apartment is very close to the subway and several little gems in her neighborhood. (Italian express pizzeria...go here you won't regret it). It's also just a short walk for a fabulous view of the downtown area and the harbor! Thank you so much for your hospitality Sara!! :)
1497879,35939023,2015-06-23,21560083,Sequoia,"Sara was very accommodating to our arrival/need to leave our bags early. The room was clean and well stocked with supplies, and the bed was comfortable. "
1497879,36677954,2015-06-30,32588853,Sam,"I had a great stay at Sara's place. Sara was accommodating and good with communication. She also has really detailed directions in her house manual which saved me a bit of money as I ended up using the T instead of a taxi. I've stayed in a few airbnb properties before Sara's and she was the only one to have a folder full of useful information (transport,  tourist sites,  food, etc) and it was much appreciated. I used the tourist info to fill my spare day.

The bed is also really comfy and I slept really well. Having Netflix is also a bonus for night time."
1497879,37023520,2015-07-03,37189420,Sara,"Sara was very nice and accommodating! The studio was clean and well kept, with all needed amenities."
1497879,37842258,2015-07-11,9798334,Beate,"Although I did not even meet Sarah, everything worked out perfectly. Thanks for the nice and very convenient stay!"
1497879,38593202,2015-07-17,13506008,Gulbin,"Our host was a nice person, just beware its a basement and is prone to the issues a basement can have."
1497879,38702414,2015-07-18,3826813,Laura,"I felt very welcome (Sara is a sweet host) and description of the room fit well with the place (do notice that it is a basement room). Neighborhood was nice and safe, though not a lot of restaurants or cafés. you may have a nice walk to the water side where one can watch Boston centre from a distance across the water - very nice :)"
1497879,38838229,2015-07-19,3031085,Sebastian,"I was looking for a place to stay in between a flight into Boston and a bus trip the following day. Sara's place is conveniently located, a short walk from the Maverick T station on the Blue Line. 
Check-in was uncomplicated; we connected via texting. The studio itself is a basement space with little natural light. It is otherwise as described - no frills, but it did the trick for my needs.
The bed was comfortable, the couch was aging, and something in the space triggered my allergies. No idea if it was cat hair, mold, or something completely different, but my eyes were watering and my nose stuffed up. I think around 5 am, the batteries of a smoke detector  in an adjacent room started failing, so I got a nice chirp for the rest of my night. It was also quite warm, but Sara provided a big box fan that cooled things down.
Overall, the experience was more or less what I expected and what I needed, since I was not looking for a luxury hotel."
1497879,39395495,2015-07-23,21042928,Victoria,"Sara was very quick to answer any of my emails or questions and although she couldn’t be there to meet us with the keys, she texted all the details in advance so we could easily get in and out. The place is located in a great neighbourhood, super close to the subway which took us right downtown. Unfortunately, although the air bnb was cute - I’m not sure if there was a flooding recently or what, but the air had a very strong smell of mold. There was an air purifier, but it didn’t feel like it did much and was just really loud throughout the night. We also couldn’t use the bedding because when we lifted the sheets, it was full of hair and chip crumbs…. so we slept on our sleeping bags on the bed….. Otherwise, Sara did stock the place with coffee, toiletries, towels and even tourist information about the city which was a very cute touch. "
1497879,39625293,2015-07-25,34310612,Ruthie,"Our hostess, Sara made us feel welcome, and the location was nice, only one T stop to the Airport and one T stop to Long Wharf. The ""Welcome Book"" had very useful information. But we were disappointed in several factors of the space.
"
1497879,39912815,2015-07-27,25765085,Sara,"Location was very convenient: quiet street, close to a beautiful park with wonderful view of downtown Boston, and close to the subway station. The room was as advertised, quite large and with all amenities (+lots of tourist info). It's in the basement, so not a lot of light, and a bit damp+ feels like a basement= the drier was on when we arrived, plus there was a recycling bin full of empty bottles, and everything wasn't perfectly clean, but still alright all in all (and you can do laundry easily, so there's that). Free street parking on the WE. "
1497879,40118635,2015-07-28,36384332,Bronz,Great Studio near the airport. Great views of the city just 2-3 blocks down the road and lots of stuff to walk to. Sara has done a great job putting a binder full of helpful ideas to help you settle in. 
1497879,40231237,2015-07-29,26596675,Anne,We had a pleasant time in Sara`s apartment! Anytime again.
1497879,42120920,2015-08-11,31195205,Mai,Sara was a fantastic host. Very helpful and gave us a folder of places to eat/go. Lots of travel guides for Boston and other places in the USA in the apartment which was helpful. Description was accurate. Tv had netflix. Very close to the T and the airport. Unfortunately our only complaint was that the apartment smelled like urine. We couldn't find where the smell was coming from but it was strongest around the sofa which was a bit off putting. 
1497879,42306001,2015-08-12,38783532,Billy,Sara was great and very welcoming. Had everything prepared and ready for check in and her overview and booklet provided answers to any and all questions I had.
1497879,42388112,2015-08-13,24639370,Lorette,"Host was easy to contact, very nice and provided clear instructions/directions. Loved the welcome packet and the Keurig coffee maker. Space was cute and exactly as pictured, except there were no warning pics of the extremely narrow and deep staircase down to the apartment. I wasn't sure I was going to get my 40lb, 25"" spinner down and back up without falling and breaking my neck. Upon entering there was a faint odor as if a litter box needed cleaning, but after being there a short time I didn't notice it anymore. The major problem was the heat (I was there in August). I knew there was no A/C but apparently there was no ventilation either. There was a de-humidifier and a large fan that was so loud I couldn't hear the TV, but it only blew the hot air around. The place was like a sauna; I didn't stop sweating the entire time I was there. I stayed one night, couldn't sleep because it was so hot, and got out of there as soon as I could the next morning."
1497879,42667138,2015-08-15,15698541,Joshua,"I needed an affordable place to crash for one night in Boston near the airport and Sara's basement apartment worked out well.  It's great if you don't need anything to fancy and wanna save some money, close to the T line, and very close to the airport.  "
1497879,43052166,2015-08-17,1177749,Jim,Sara was very responsive in making arrangements for the stay. The apartment is very convenient to the airport (one blue line stop away or a $8 taxi ride). There is plenty of room and a fan kept the place cool on a very hot day.
1497879,43483674,2015-08-20,30692226,Marion,"Sara was very easy to correspond with and made us feel very welcome. Her studio was in a perfect location, a lovely quiet area, easy to reach from the airport and a few minutes away from the waterfront where there are fantastic views of the Boston skyline. It is extremely quick and easy to reach downtown Boston on the subway. There are eating places a short walk away. We really liked the area, enjoyed our stay and would use Sara's studio again! Thank you Sara."
1497879,44104714,2015-08-24,6638642,Tiffany,"Sara was a very welcoming host and provided a tour of the space upon our arrival. This place is great if you are on a budget, but not the most comfortable during the summer since there is no AC. Like others had mentioned, there noticeable smell upon entering the apartment, probably due to the lack of ventilation in the space. A fan was provided, but it was an old fan that was so loud, that it was impossible to watch netflix and have the fan on at the same time. Additionally, the  roku to play netflix was an old system, so you can't even watch with subtitles on."
1497879,44385663,2015-08-25,18707046,Jia Ning,"Sara is a good host. At first we entered a wrong address and lost our way, she texted the correct one. The WELCOME book is very helpful and there are lots of tourist info in the room. It's in basement and the signal is not good. Plus the fridge is not very clean. "
1497879,44637099,2015-08-28,33357557,Olivia,Sara was very responsive and answered any questions we had leading up to our stay. The apartment is in a nice area and close to the Maverick T station. The room was comfortable and we were provided with all necessary appliances. Would definitely recommend.
1497879,45064957,2015-08-31,12489857,Jesper,The place was nice and clean and everything worked out very well. Sara has made a nice folder with all the basic and practical information which is helpful. Quick and easy access to Boston with the T from Maverick and the best skyline views from Piers Park around the corner from the apartment.
1497879,45264512,2015-09-01,633918,Fabrizio,"Sara has been very kind to accept us in late evening and show us all the apt commodities. The apt is comfortable and in a great position for the airport, also in a walk distance for Pier Park in which enjoy an awesome skyline of Boston.
Thanks Sara!"
1497879,45495244,2015-09-03,6414748,Tiffanny,Host and family are very friendly and accommodating. Exactly as described. 
1497879,45990030,2015-09-07,38097423,Annie,"The host is a nice lady. But the room is in the basement and the bed is a twin size, no private parking. Need to use fans so the room is hot (no air conditioner) and noisy. We can hardly sleep during the night. The bed material is bad make it even warmer."
1497879,46166583,2015-09-08,231867,Marwan,"I didn't have the chance to see Sarah, I was communicating with her via email and sms and she was responding very quick to my questions, her mother was very welcoming despite the fact that I arrived 3 hrs late and after midnight!! Great place, includes every thing you need for either a long or short stay, I would definitely recommend this place.  "
1497879,46300218,2015-09-09,24173798,윤경,"It was really cozy! and also her mother Susan was very nice!!
If there was air conditioner it would be better :)
But it was good !!!"
1497879,46720702,2015-09-13,11703657,Pablo,"Sara was not there, but his mother help us very well she explained us very well all the house rules and we really liked that "
1497879,46893010,2015-09-14,39267093,Andrea,The apartment is something like a basement. Very hot and with a unique little window. Good position near main street. 
1497879,47171957,2015-09-16,1274685,Pierre,Our stay at Sara's place was very enjoyable. We felt great staying there. The appartment is located close to downtown Boston (couple subway stops) and very close to the airport. Thanks to Sara and her Mom.
1497879,47359077,2015-09-18,8267,Erin,"This host is very organized and accommodating. She walked us through her book of things to do and went out of her way to meet us at the door even when our flight was delayed late into the night.  The room is in the basement and unfortunately, does smell a bit of cat pee. Once the window is open, it helps air flow. "
1497879,47971498,2015-09-22,10193704,Mirela,"I recommend Sara's place. Very close to the T-line which can bring you basically everywhere in Boston. The place and the neighborhood are ok, we felt safe at all times. 
Sara responded very quickly to our queries and she even helped us get to the airport.
All in all, it was a pleasant experience."
1497879,48077570,2015-09-23,6458686,Brian,"Had a great time at Sara's for our overnighter in Boston.  Although the place has some steep stairs in and out, the apartment is quite cozy and fully stocked.  The location is great, with markets, restaurants, and the train station just minutes away.  The neighborhood is safe and makes for a great walk, with the waterfront and spectacular views of downtown just around the corner.  Sara herself is amazing.  She was full of suggestions on what to do around Boston, including lots of free stuff only the locals know about!  We will definitely consider her place again the next time we are in Boston!"
1497879,48278322,2015-09-25,3998427,Kathleen,"Although never met Sara in person since we were in town only briefly overnight and our schedules did not jive,  Sara made it very easy to get in and out.  She promptly made excellent suggestions for dinner as requested.  She answered all our questions and requests thoroughly and has the most complete and helpful house manual we have ever seen in our Airbnb experience worldwide.  Her place is incredibly convenient between airport and downtown just minutes away from the ""T"", Boston's subway, which we utilized with her helpful instructions and saved us lots of time and money."
1497879,48698096,2015-09-28,38343162,Qing,"Sara's apartment is a very cozy place when we come back after go sightseeing outside all day. There are all facilities including microwave oven, coffee machine, fridge which make our stay comfortable. "
1497879,48878470,2015-09-29,38343162,Qing,"Sara's home is near the metro station, about 5-8 minutes walk. And it is safe at night.There's only a few stations you can reach downtown. Meanwhile it is near the Logan airport, this is very convenient  for us. Sara is a very kind girl, she helped me to carry my luggage downstairs into the room, and gave us a detail introduction and information. It seems she has a very cute dog :)"
1497879,49030832,2015-09-30,27758360,Joshua,"The studio apartment was perfect for our overnight stop over in Boston.  We were coming off of an international flight, and had a very early connection the next morning, and this apartment is minutes from the airport.  It saved us the worry of having to rent a car for nine hours, and from having to try and figure how to maneuver around a strange city.  
Sara was very quick at returning all communication about checking in, and when we arrived at the apartment she greeted us and showed us around.  I was super impressed with what she had put together...she has everything you could need to enjoy your stay all in one binder, organized with house rules, local attractions, maps, and menus to restaurants in the area.  
The studio is exactly what you see in the photos.  It is a basement apartment in an old historic building, super cute, and very different from the single story ranch houses that we have in Texas.  The stairs were steep, so watch your step when you enter, but the bed was comfortable, the shower was hot, and there was coffee.  I would stay here if we were spending more time in Boston!
All in all we had a very positive experience in the studio.  "
1497879,49319476,2015-10-03,38739060,Franziska,"Sarah war nett und hat uns freundlich empfangen. Ebenso hat sie sich grosse Mühe gegeben, viele Infos zu sammeln und ihren Gästen einen tollen Überblick über die Gegend zu verschaffen. Leider war anhand des Inserates nicht ersichtlich, dass das Zimmer im Untergeschoss ist und über keine Fenster verfügt. Die sehr steile und enge Treppe dort hinunter fand ich beängstigend. Ebenfalls könnte man in Sachen Hygiene und Sauberkeit noch einiges verbessern. "
1497879,49825735,2015-10-06,44034142,Tracy,The location was convenient to the airport and North End for our quick overnight stay in Boston.  Sara was accommodating an also had excellent communication.  The room was comfortable. We utilized the bed and also the pull out sofa.  We let Sara know of the sleeping arrangements and she had the sofa made into a bed upon arrival.  If her schedule allows she will take you to the airport for a small fee.  An excellent value in a fabulous city.  
1497879,49978061,2015-10-08,36978343,Antish,"Pros:
1. Well located - a few stops from downtown and attractions in Boston
2. Sara is well prepared and the room has everything you need

Cons:
1. Room smells of moisture very badly and we had to buy air freshner to be able to stay there
2. There were flies in the room, i killed 3
3. The room was tidy but thrre was dust on the furniture
4. The shower had very low water pressure"
1497879,50168769,2015-10-10,34789589,Kazue,"サラは忙しい中でも出来るだけの事をして、私の滞在を快適なものにしてくれました。問い合わせに対する返答ものに早く、また、テレビの不具合もすぐに対応してくれました。サラの物件は空港から1駅、ダウンタウンからも数駅で非常に交通の便が良いので短期間の滞在の方にお勧めします。
Sara is very helpful to make my stay as much as comfortable, although her busy schedule. She also responded my inquiries swiftly. When I asked about tv technical issues, she came down and fixed it. 
Her place is very convenient when you come from Logan. It's also close to downtown. "
1497879,50746669,2015-10-14,20619654,Natasha,"Close proximity to the airport, this place was cozy. Sara was great in getting back to me quickly. "
1497879,50920961,2015-10-16,26048719,Kathy,"The listing description, photos are all accurate. The studio was clean and cozy. Sara is wonderful as a host. She gave me details on how to reach the keys. A green book that has everything you need to know to get your TV, wifi, keys, groceries, getting to know Boston and etc to work (I can tell she put a lot of hard work in this!). My family had a long flight coming to Boston and they had a great stay for sure. It was wonderful how this place was close to the airport and she could even take my family to the airport the next morning due to their early flight for a great price. The neighborhood is quiet and this place is a 5-8 min walk from the Maverick station. "
